INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,INSTITUICAO_ENSINO_ALUNO_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,FASE_2022,INDE_2022,PEDRA_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,10,1,1N,Não,8.049168666666667,B,Ametista,9.000020000000001,9.1,4375,10,7.916666666666668,8,5,2.0,Escola Pública,Ametista,7518,8.0,8.8,5.6,5.1,7.9,Não,7.9,10.0,2.0,6.708842610229277,Ágata,8.500020000000001,9.092813051146384,5625,4.916666666666667,5.833333333333334,Não,7.055556666666667,5.0
Escola Pública,10,2,1K,Não,8.000835333333335,B,Ametista,9.000020000000001,7.9,7.5,10,7.708333333333334,7.5,5,2.0,Escola Pública,Ametista,7186,8.5,8.8,7.5,3.4,7.5,Não,7.1,10.0,2.0,5.451260674038036,Quartzo,0.0,6.721583370190181,7.5,3.833333333333333,6.458333333333334,Não,7.222219999999999,5.0
Escola Pública,13,2,2M,Não,5.3245830000000005,D,Quartzo,6.91668,8.3,5,0,6.5625,6.583325,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,10,3,2G,Sim,7.285836,B,Ametista,9.500020000000001,8.7,7.5,1.5,8125,8.66667,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,0,3R,Não,5.584721333333334,D,Quartzo,8.33334,4,7.5,3.6666666666666665,8125,5.777770000000001,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1D,Sim,8.332502999999999,B,Ametista,9.500020000000001,8.1,7.5,9.5,8125,9.000005,5,2.0,Escola Pública,Ágata,6511,7.9,2.1,7.5,5.2,7.7,Não,8.7,10.0,2.0,7.075193052489235,Ametista,9.50002,8.480125262446176,7.5,5.166666666666667,6.458333333333332,Não,7.499996666666666,5.0
Escola Pública,14,1,3E,Não,7.922223333333333,B,Ametista,10.000020000000001,10,7.5,7.666666666666667,7.5,6.944439999999999,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,17,1,7B,Sim,8.430002833333335,B,Ametista,8.75001,8.9,6875,7.166666666666667,8125,9.2083425,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,2,2M,Não,5.841667000000001,D,Quartzo,8.000020000000001,8,5,0,6.25,6.583325,10,2.0,Escola Pública,Quartzo,3996,10.0,1.3,5.6,1.3,6.9,Não,3.7,5.0,2.0,5.674643736192333,Quartzo,7.416679999999999,6.470435347628331,6.25,2.0,6.25,Não,7.444443333333333,5.0
Escola Pública,14,2,1R,Não,6.449445333333334,C,Ágata,8.000020000000001,7.4,5625,6,6.458333333333334,7.555549999999998,2.5,2.0,Escola Pública,Ágata,5664,9.5,5.8,5.6,2.0,8.1,Não,7.6,2.5,,,,,,,,,,,
Escola Pública,17,1,7B,Não,7.158543333333334,C,Ágata,9.16668,8.1,6875,4.666666666666667,7.34375,6.333335,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,2,3R,Sim,7.842224333333333,B,Ametista,7.91667,7.1,6875,6.333333333333333,8.541666666666666,9.11112,10,3.0,Rede Decisão,Ametista,7422,7.5,8.6,6.3,6.9,7.5,Não,8.5,5.0,4.0,6.749980560606062,Ágata,8.33334,9.178030303030305,5625,5.900000000000001,6.71875,Não,5.8333275,5.0
